time_id,scraping_date,year,quarter,month,day,day_name,is_weekend
1225,2010-10-06,2010,4,10,6,Wednesday,False
1226,2000-04-05,2000,2,4,5,Wednesday,False
1227,2011-10-19,2011,4,10,19,Wednesday,False
1228,2013-11-29,2013,4,11,29,Friday,False
1229,2002-11-29,2002,4,11,29,Friday,False
1230,2013-10-09,2013,4,10,9,Wednesday,False
1231,2000-01-21,2000,1,1,21,Friday,False
1232,2016-07-26,2016,3,7,26,Tuesday,False
1233,1996-12-12,1996,4,12,12,Thursday,False
1234,2011-03-14,2011,1,3,14,Monday,False
1235,2016-04-29,2016,2,4,29,Friday,False
1236,2001-03-06,2001,1,3,6,Tuesday,False
1237,2014-06-26,2014,2,6,26,Thursday,False
1238,2007-08-13,2007,3,8,13,Monday,False
1239,2015-01-30,2015,1,1,30,Friday,False
1240,2006-03-13,2006,1,3,13,Monday,False
1241,2001-06-21,2001,2,6,21,Thursday,False
1242,1999-07-29,1999,3,7,29,Thursday,False
1243,2016-07-20,2016,3,7,20,Wednesday,False
1244,2014-03-12,2014,1,3,12,Wednesday,False
1245,2004-10-12,2004,4,10,12,Tuesday,False
1246,2014-10-24,2014,4,10,24,Friday,False
1247,2011-12-22,2011,4,12,22,Thursday,False
1248,2005-10-07,2005,4,10,7,Friday,False
1249,2014-12-01,2014,4,12,1,Monday,False
1250,2004-09-02,2004,3,9,2,Thursday,False
1251,2011-04-15,2011,2,4,15,Friday,False
1252,1998-08-27,1998,3,8,27,Thursday,False
1253,2015-06-19,2015,2,6,19,Friday,False
1254,2001-11-01,2001,4,11,1,Thursday,False
1255,2000-09-20,2000,3,9,20,Wednesday,False
1256,2015-04-10,2015,2,4,10,Friday,False
1257,2016-08-17,2016,3,8,17,Wednesday,False
1258,2014-06-25,2014,2,6,25,Wednesday,False
1259,2000-03-16,2000,1,3,16,Thursday,False
1260,2006-08-25,2006,3,8,25,Friday,False
1261,2002-04-19,2002,2,4,19,Friday,False
1262,2006-07-07,2006,3,7,7,Friday,False
1263,2003-10-16,2003,4,10,16,Thursday,False
1264,2004-03-12,2004,1,3,12,Friday,False
1265,2008-02-21,2008,1,2,21,Thursday,False
1266,2014-05-30,2014,2,5,30,Friday,False
1267,1996-11-14,1996,4,11,14,Thursday,False
1268,2005-01-28,2005,1,1,28,Friday,False
1269,2006-04-19,2006,2,4,19,Wednesday,False
1270,2007-08-31,2007,3,8,31,Friday,False
1271,1998-12-02,1998,4,12,2,Wednesday,False
1272,2010-09-30,2010,3,9,30,Thursday,False
1273,1996-08-29,1996,3,8,29,Thursday,False
1274,2005-02-16,2005,1,2,16,Wednesday,False
1275,1998-08-24,1998,3,8,24,Monday,False
1276,2009-07-31,2009,3,7,31,Friday,False
1277,1998-07-13,1998,3,7,13,Monday,False
1278,2001-02-19,2001,1,2,19,Monday,False
1279,2016-08-31,2016,3,8,31,Wednesday,False
1280,2015-02-09,2015,1,2,9,Monday,False
1281,2007-07-19,2007,3,7,19,Thursday,False
1282,2007-03-13,2007,1,3,13,Tuesday,False
1283,2006-03-06,2006,1,3,6,Monday,False
1284,2004-06-30,2004,2,6,30,Wednesday,False
1285,1998-02-20,1998,1,2,20,Friday,False
1286,1999-08-25,1999,3,8,25,Wednesday,False
1287,2010-06-21,2010,2,6,21,Monday,False
1288,2016-06-17,2016,2,6,17,Friday,False
1289,2011-09-30,2011,3,9,30,Friday,False
1290,2002-06-07,2002,2,6,7,Friday,False
1291,1996-11-22,1996,4,11,22,Friday,False
1292,2010-07-30,2010,3,7,30,Friday,False
1293,2001-08-29,2001,3,8,29,Wednesday,False
1294,2002-11-20,2002,4,11,20,Wednesday,False
1295,1997-06-03,1997,2,6,3,Tuesday,False
1296,1999-04-30,1999,2,4,30,Friday,False
1297,1996-11-27,1996,4,11,27,Wednesday,False
1298,2000-03-10,2000,1,3,10,Friday,False
1299,2006-10-05,2006,4,10,5,Thursday,False
1300,2008-09-16,2008,3,9,16,Tuesday,False
1301,1997-09-04,1997,3,9,4,Thursday,False
1302,2005-12-22,2005,4,12,22,Thursday,False
1303,2016-02-01,2016,1,2,1,Monday,False
1304,2011-11-04,2011,4,11,4,Friday,False
1305,2001-06-28,2001,2,6,28,Thursday,False
1306,1998-02-09,1998,1,2,9,Monday,False
1307,2013-07-31,2013,3,7,31,Wednesday,False
1308,1998-02-26,1998,1,2,26,Thursday,False
1309,2015-08-26,2015,3,8,26,Wednesday,False
1310,2001-04-09,2001,2,4,9,Monday,False
1311,2015-03-25,2015,1,3,25,Wednesday,False
1312,2016-08-18,2016,3,8,18,Thursday,False
1313,2000-11-03,2000,4,11,3,Friday,False
1314,1998-03-31,1998,1,3,31,Tuesday,False
1315,1995-06-01,1995,2,6,1,Thursday,False
1316,2007-07-31,2007,3,7,31,Tuesday,False
1317,2001-10-12,2001,4,10,12,Friday,False
1318,2000-03-06,2000,1,3,6,Monday,False
1319,1996-01-19,1996,1,1,19,Friday,False
1320,2010-04-09,2010,2,4,9,Friday,False
1321,2010-06-18,2010,2,6,18,Friday,False
1322,1996-09-13,1996,3,9,13,Friday,False
1323,2011-02-02,2011,1,2,2,Wednesday,False
1324,2012-12-17,2012,4,12,17,Monday,False
1325,2004-11-05,2004,4,11,5,Friday,False
1326,2002-05-24,2002,2,5,24,Friday,False
1327,2016-10-17,2016,4,10,17,Monday,False
1328,2000-10-26,2000,4,10,26,Thursday,False
1329,2004-12-16,2004,4,12,16,Thursday,False
1330,1997-01-16,1997,1,1,16,Thursday,False
1331,2000-04-28,2000,2,4,28,Friday,False
1332,2005-04-08,2005,2,4,8,Friday,False
1333,2016-05-20,2016,2,5,20,Friday,False
1334,2003-02-17,2003,1,2,17,Monday,False
1335,1999-06-04,1999,2,6,4,Friday,False
1336,2003-01-31,2003,1,1,31,Friday,False
1337,2004-05-07,2004,2,5,7,Friday,False
1338,2016-12-09,2016,4,12,9,Friday,False
1339,2001-11-26,2001,4,11,26,Monday,False
1340,2005-12-21,2005,4,12,21,Wednesday,False
1341,2015-02-25,2015,1,2,25,Wednesday,False
1342,2006-06-12,2006,2,6,12,Monday,False
1343,1995-09-06,1995,3,9,6,Wednesday,False
1344,1996-01-26,1996,1,1,26,Friday,False
1345,2016-03-03,2016,1,3,3,Thursday,False
1346,1999-08-03,1999,3,8,3,Tuesday,False
1347,2000-08-14,2000,3,8,14,Monday,False
1348,2010-02-18,2010,1,2,18,Thursday,False
1349,1999-12-06,1999,4,12,6,Monday,False
1350,2008-08-04,2008,3,8,4,Monday,False
1351,2000-04-14,2000,2,4,14,Friday,False
1352,1995-08-23,1995,3,8,23,Wednesday,False
1353,1997-11-17,1997,4,11,17,Monday,False
1354,2002-03-22,2002,1,3,22,Friday,False
1355,2000-04-10,2000,2,4,10,Monday,False
1356,2013-08-02,2013,3,8,2,Friday,False
1357,2017-01-23,2017,1,1,23,Monday,False
1358,2009-08-19,2009,3,8,19,Wednesday,False
1359,1997-05-09,1997,2,5,9,Friday,False
1360,1997-11-10,1997,4,11,10,Monday,False
1361,2011-01-12,2011,1,1,12,Wednesday,False
1362,2001-01-08,2001,1,1,8,Monday,False
1363,2011-12-13,2011,4,12,13,Tuesday,False
1364,2016-09-02,2016,3,9,2,Friday,False
1365,2005-08-02,2005,3,8,2,Tuesday,False
1366,2007-03-15,2007,1,3,15,Thursday,False
1367,2004-10-15,2004,4,10,15,Friday,False
1368,2013-08-30,2013,3,8,30,Friday,False
1369,1996-06-24,1996,2,6,24,Monday,False
1370,1997-05-19,1997,2,5,19,Monday,False
1371,1997-12-01,1997,4,12,1,Monday,False
1372,2016-09-07,2016,3,9,7,Wednesday,False
1373,1998-03-20,1998,1,3,20,Friday,False
1374,2005-08-22,2005,3,8,22,Monday,False
1375,2001-04-30,2001,2,4,30,Monday,False
1376,2005-09-22,2005,3,9,22,Thursday,False
1377,2011-04-28,2011,2,4,28,Thursday,False
1378,2015-11-10,2015,4,11,10,Tuesday,False
1379,2008-05-30,2008,2,5,30,Friday,False
1380,2014-11-19,2014,4,11,19,Wednesday,False
1381,2011-04-19,2011,2,4,19,Tuesday,False
1382,2012-04-27,2012,2,4,27,Friday,False
1383,2013-07-19,2013,3,7,19,Friday,False
1384,1999-05-14,1999,2,5,14,Friday,False
1385,2006-01-20,2006,1,1,20,Friday,False
1386,2003-05-06,2003,2,5,6,Tuesday,False
1387,2001-11-12,2001,4,11,12,Monday,False
1388,2001-05-04,2001,2,5,4,Friday,False
1389,1996-11-01,1996,4,11,1,Friday,False
1390,2003-02-14,2003,1,2,14,Friday,False
1391,2004-03-05,2004,1,3,5,Friday,False
1392,1997-08-04,1997,3,8,4,Monday,False
1393,2010-11-24,2010,4,11,24,Wednesday,False
1394,2005-08-19,2005,3,8,19,Friday,False
1395,2007-05-04,2007,2,5,4,Friday,False
1396,1995-12-21,1995,4,12,21,Thursday,False
1397,1996-06-04,1996,2,6,4,Tuesday,False
1398,2004-06-01,2004,2,6,1,Tuesday,False
1399,2002-03-15,2002,1,3,15,Friday,False
1400,2001-01-24,2001,1,1,24,Wednesday,False
1401,2000-08-23,2000,3,8,23,Wednesday,False
1402,2015-08-05,2015,3,8,5,Wednesday,False
1403,2013-09-12,2013,3,9,12,Thursday,False
1404,2015-05-29,2015,2,5,29,Friday,False
1405,2004-04-22,2004,2,4,22,Thursday,False
1406,1999-04-14,1999,2,4,14,Wednesday,False
1407,2006-01-13,2006,1,1,13,Friday,False
1408,2014-03-04,2014,1,3,4,Tuesday,False
1409,2006-12-04,2006,4,12,4,Monday,False
1410,2000-03-03,2000,1,3,3,Friday,False
1411,2012-05-29,2012,2,5,29,Tuesday,False
1412,2004-04-16,2004,2,4,16,Friday,False
1413,2015-07-20,2015,3,7,20,Monday,False
1414,2002-05-16,2002,2,5,16,Thursday,False
1415,2011-06-15,2011,2,6,15,Wednesday,False
1416,1999-11-04,1999,4,11,4,Thursday,False
1417,1998-01-14,1998,1,1,14,Wednesday,False
1418,2002-12-04,2002,4,12,4,Wednesday,False
1419,2001-12-07,2001,4,12,7,Friday,False
1420,2012-02-17,2012,1,2,17,Friday,False
1421,2001-09-21,2001,3,9,21,Friday,False
1422,2004-09-24,2004,3,9,24,Friday,False
1423,2004-05-27,2004,2,5,27,Thursday,False
1424,1998-06-12,1998,2,6,12,Friday,False
1425,1999-10-12,1999,4,10,12,Tuesday,False
1426,2010-01-20,2010,1,1,20,Wednesday,False
1427,2002-06-17,2002,2,6,17,Monday,False
1428,2008-05-09,2008,2,5,9,Friday,False
1429,2005-03-31,2005,1,3,31,Thursday,False
1430,2000-12-18,2000,4,12,18,Monday,False
1431,2006-12-01,2006,4,12,1,Friday,False
1432,2016-02-05,2016,1,2,5,Friday,False
1433,2008-06-06,2008,2,6,6,Friday,False
1434,2005-04-29,2005,2,4,29,Friday,False
1435,2007-04-20,2007,2,4,20,Friday,False
1436,2016-08-26,2016,3,8,26,Friday,False
1437,2003-05-27,2003,2,5,27,Tuesday,False
1438,2015-08-28,2015,3,8,28,Friday,False
1439,2014-04-03,2014,2,4,3,Thursday,False
1440,2016-10-19,2016,4,10,19,Wednesday,False
1441,2002-07-10,2002,3,7,10,Wednesday,False
1442,1998-01-30,1998,1,1,30,Friday,False
1443,2016-02-16,2016,1,2,16,Tuesday,False
1444,2002-02-15,2002,1,2,15,Friday,False
1445,2013-01-04,2013,1,1,4,Friday,False
1446,2000-04-06,2000,2,4,6,Thursday,False
1447,1996-11-25,1996,4,11,25,Monday,False
1448,2004-06-07,2004,2,6,7,Monday,False
1449,2000-02-29,2000,1,2,29,Tuesday,False
1450,2004-01-27,2004,1,1,27,Tuesday,False
1451,2006-12-21,2006,4,12,21,Thursday,False
1452,2011-10-28,2011,4,10,28,Friday,False
1453,2006-03-31,2006,1,3,31,Friday,False
1454,2011-05-19,2011,2,5,19,Thursday,False
1455,1997-05-01,1997,2,5,1,Thursday,False
1456,2004-04-20,2004,2,4,20,Tuesday,False
1457,2005-03-04,2005,1,3,4,Friday,False
1458,2010-11-19,2010,4,11,19,Friday,False
1459,2013-12-04,2013,4,12,4,Wednesday,False
1460,1996-08-30,1996,3,8,30,Friday,False
1461,2004-11-10,2004,4,11,10,Wednesday,False
1462,1995-10-27,1995,4,10,27,Friday,False
1463,1995-12-01,1995,4,12,1,Friday,False
1464,2016-09-09,2016,3,9,9,Friday,False
1465,2014-09-18,2014,3,9,18,Thursday,False
1466,2003-02-20,2003,1,2,20,Thursday,False
1467,2010-01-07,2010,1,1,7,Thursday,False
1468,1995-05-03,1995,2,5,3,Wednesday,False
1469,2016-09-01,2016,3,9,1,Thursday,False
1470,2011-10-07,2011,4,10,7,Friday,False
1471,2011-01-21,2011,1,1,21,Friday,False
1472,2005-06-07,2005,2,6,7,Tuesday,False
1473,1997-02-21,1997,1,2,21,Friday,False
1474,2003-03-14,2003,1,3,14,Friday,False
1475,2013-09-04,2013,3,9,4,Wednesday,False
1476,2008-11-28,2008,4,11,28,Friday,False
1477,2004-10-07,2004,4,10,7,Thursday,False
1478,2014-10-13,2014,4,10,13,Monday,False
1479,2008-01-21,2008,1,1,21,Monday,False
1480,2009-06-19,2009,2,6,19,Friday,False
1481,2000-09-15,2000,3,9,15,Friday,False
1482,2013-05-31,2013,2,5,31,Friday,False
1483,2006-08-29,2006,3,8,29,Tuesday,False
1484,2016-06-24,2016,2,6,24,Friday,False
1485,2010-10-19,2010,4,10,19,Tuesday,False
1486,1996-12-16,1996,4,12,16,Monday,False
1487,2004-11-25,2004,4,11,25,Thursday,False
1488,2004-11-04,2004,4,11,4,Thursday,False
1489,2003-09-02,2003,3,9,2,Tuesday,False
1490,2005-06-10,2005,2,6,10,Friday,False
1491,2001-10-18,2001,4,10,18,Thursday,False
1492,1998-02-03,1998,1,2,3,Tuesday,False
1493,2014-01-06,2014,1,1,6,Monday,False
1494,2014-07-04,2014,3,7,4,Friday,False
1495,2000-05-05,2000,2,5,5,Friday,False
1496,2015-04-09,2015,2,4,9,Thursday,False
1497,1996-07-30,1996,3,7,30,Tuesday,False
1498,2012-09-14,2012,3,9,14,Friday,False
1499,1998-08-17,1998,3,8,17,Monday,False
1500,2002-04-12,2002,2,4,12,Friday,False
1501,2008-03-26,2008,1,3,26,Wednesday,False
1502,1998-02-02,1998,1,2,2,Monday,False
1503,2000-11-20,2000,4,11,20,Monday,False
1504,1996-08-16,1996,3,8,16,Friday,False
1505,2013-02-08,2013,1,2,8,Friday,False
1506,2008-06-02,2008,2,6,2,Monday,False
1507,2009-12-11,2009,4,12,11,Friday,False
1508,2004-04-19,2004,2,4,19,Monday,False
1509,1998-12-18,1998,4,12,18,Friday,False
1510,1998-04-03,1998,2,4,3,Friday,False
1511,2012-08-30,2012,3,8,30,Thursday,False
1512,1998-10-22,1998,4,10,22,Thursday,False
1513,2006-07-14,2006,3,7,14,Friday,False
1514,1999-08-02,1999,3,8,2,Monday,False
1515,2004-04-05,2004,2,4,5,Monday,False
1516,2013-12-11,2013,4,12,11,Wednesday,False
1517,2010-12-08,2010,4,12,8,Wednesday,False
1518,1997-12-18,1997,4,12,18,Thursday,False
1519,2011-07-14,2011,3,7,14,Thursday,False
1520,2006-04-28,2006,2,4,28,Friday,False
1521,2014-04-17,2014,2,4,17,Thursday,False
1522,2003-06-25,2003,2,6,25,Wednesday,False
1523,1998-11-18,1998,4,11,18,Wednesday,False
1524,2005-02-24,2005,1,2,24,Thursday,False
1525,1996-02-27,1996,1,2,27,Tuesday,False
1526,2007-07-12,2007,3,7,12,Thursday,False
1527,2003-05-01,2003,2,5,1,Thursday,False
1528,2003-12-04,2003,4,12,4,Thursday,False
1529,2008-09-26,2008,3,9,26,Friday,False
1530,2017-02-21,2017,1,2,21,Tuesday,False
1531,2007-07-26,2007,3,7,26,Thursday,False
1532,2001-01-26,2001,1,1,26,Friday,False
1533,2007-05-30,2007,2,5,30,Wednesday,False
1534,2015-03-13,2015,1,3,13,Friday,False
1535,2012-07-06,2012,3,7,6,Friday,False
1536,2003-11-07,2003,4,11,7,Friday,False
1537,2001-05-31,2001,2,5,31,Thursday,False
1538,1996-05-03,1996,2,5,3,Friday,False
1539,2006-01-27,2006,1,1,27,Friday,False
1540,2010-09-16,2010,3,9,16,Thursday,False
1541,2015-02-17,2015,1,2,17,Tuesday,False
1542,2007-05-10,2007,2,5,10,Thursday,False
1543,2009-09-25,2009,3,9,25,Friday,False
1544,1997-03-19,1997,1,3,19,Wednesday,False
1545,2000-07-28,2000,3,7,28,Friday,False
1546,2007-12-03,2007,4,12,3,Monday,False
1547,2003-05-14,2003,2,5,14,Wednesday,False
1548,2001-10-19,2001,4,10,19,Friday,False
1549,1995-01-04,1995,1,1,4,Wednesday,False
1550,1996-06-14,1996,2,6,14,Friday,False
1551,1998-04-16,1998,2,4,16,Thursday,False
1552,2007-11-22,2007,4,11,22,Thursday,False
1553,2002-11-22,2002,4,11,22,Friday,False
1554,2001-08-16,2001,3,8,16,Thursday,False
1555,2012-07-18,2012,3,7,18,Wednesday,False
1556,2002-12-09,2002,4,12,9,Monday,False
1557,1995-02-03,1995,1,2,3,Friday,False
1558,2008-11-21,2008,4,11,21,Friday,False
1559,2000-09-12,2000,3,9,12,Tuesday,False
1560,1998-10-27,1998,4,10,27,Tuesday,False
1561,2014-06-23,2014,2,6,23,Monday,False
1562,1998-05-14,1998,2,5,14,Thursday,False
1563,2014-08-14,2014,3,8,14,Thursday,False
1564,1999-02-15,1999,1,2,15,Monday,False
1565,2001-05-18,2001,2,5,18,Friday,False
1566,1999-07-23,1999,3,7,23,Friday,False
1567,2012-01-13,2012,1,1,13,Friday,False
1568,2006-10-30,2006,4,10,30,Monday,False
1569,1999-06-10,1999,2,6,10,Thursday,False
1570,2006-01-24,2006,1,1,24,Tuesday,False
1571,2002-08-22,2002,3,8,22,Thursday,False
1572,2016-05-12,2016,2,5,12,Thursday,False
1573,2005-09-16,2005,3,9,16,Friday,False
1574,2001-12-21,2001,4,12,21,Friday,False
1575,1995-01-27,1995,1,1,27,Friday,False
1576,2012-07-27,2012,3,7,27,Friday,False
1577,2002-08-12,2002,3,8,12,Monday,False
1578,2000-06-01,2000,2,6,1,Thursday,False
1579,2007-10-08,2007,4,10,8,Monday,False
1580,1998-09-30,1998,3,9,30,Wednesday,False
1581,2002-08-16,2002,3,8,16,Friday,False
1582,2002-03-29,2002,1,3,29,Friday,False
1583,1997-04-02,1997,2,4,2,Wednesday,False
1584,1996-08-08,1996,3,8,8,Thursday,False
1585,1996-03-01,1996,1,3,1,Friday,False
1586,2001-05-25,2001,2,5,25,Friday,False
1587,2014-11-05,2014,4,11,5,Wednesday,False
1588,1995-03-22,1995,1,3,22,Wednesday,False
1589,2015-03-31,2015,1,3,31,Tuesday,False
1590,2003-04-22,2003,2,4,22,Tuesday,False
1591,2013-08-13,2013,3,8,13,Tuesday,False
1592,2005-03-18,2005,1,3,18,Friday,False
1593,2011-08-09,2011,3,8,9,Tuesday,False
1594,1998-06-19,1998,2,6,19,Friday,False
1595,2007-12-04,2007,4,12,4,Tuesday,False
1596,1996-10-18,1996,4,10,18,Friday,False
1597,2007-10-24,2007,4,10,24,Wednesday,False
1598,1996-04-22,1996,2,4,22,Monday,False
1599,2002-01-28,2002,1,1,28,Monday,False
1600,2000-10-09,2000,4,10,9,Monday,False
1601,2009-08-28,2009,3,8,28,Friday,False
1602,2006-04-06,2006,2,4,6,Thursday,False
1603,2009-01-29,2009,1,1,29,Thursday,False
1604,2007-05-25,2007,2,5,25,Friday,False
1605,1995-03-01,1995,1,3,1,Wednesday,False
1606,1999-04-09,1999,2,4,9,Friday,False
1607,2001-09-28,2001,3,9,28,Friday,False
1608,2012-11-30,2012,4,11,30,Friday,False
1609,2017-03-02,2017,1,3,2,Thursday,False
1610,2006-07-13,2006,3,7,13,Thursday,False
1611,1997-07-15,1997,3,7,15,Tuesday,False
1612,2008-03-13,2008,1,3,13,Thursday,False
1613,2004-08-12,2004,3,8,12,Thursday,False
1614,2014-04-14,2014,2,4,14,Monday,False
1615,2014-11-06,2014,4,11,6,Thursday,False
1616,2000-07-06,2000,3,7,6,Thursday,False
1617,2005-07-15,2005,3,7,15,Friday,False
1618,2000-05-08,2000,2,5,8,Monday,False
1619,1998-02-24,1998,1,2,24,Tuesday,False
1620,2006-03-08,2006,1,3,8,Wednesday,False
1621,2016-09-12,2016,3,9,12,Monday,False
1622,2013-07-08,2013,3,7,8,Monday,False
1623,2003-10-13,2003,4,10,13,Monday,False
1624,2015-08-14,2015,3,8,14,Friday,False
1625,2013-05-24,2013,2,5,24,Friday,False
1626,2006-08-01,2006,3,8,1,Tuesday,False
1627,2007-07-10,2007,3,7,10,Tuesday,False
1628,2005-10-21,2005,4,10,21,Friday,False
1629,2015-12-03,2015,4,12,3,Thursday,False
1630,2007-06-21,2007,2,6,21,Thursday,False
1631,2010-07-07,2010,3,7,7,Wednesday,False
1632,2011-02-04,2011,1,2,4,Friday,False
1633,2010-10-22,2010,4,10,22,Friday,False
1634,2017-06-09,2017,2,6,9,Friday,False
1635,2006-01-06,2006,1,1,6,Friday,False
1636,2001-04-02,2001,2,4,2,Monday,False
1637,2005-02-04,2005,1,2,4,Friday,False
1638,2011-05-09,2011,2,5,9,Monday,False
1639,2000-09-28,2000,3,9,28,Thursday,False
1640,2012-07-30,2012,3,7,30,Monday,False
1641,1999-08-27,1999,3,8,27,Friday,False
1642,2011-05-13,2011,2,5,13,Friday,False
1643,2013-01-31,2013,1,1,31,Thursday,False
1644,2013-11-04,2013,4,11,4,Monday,False
1645,1995-05-15,1995,2,5,15,Monday,False
1646,2007-06-20,2007,2,6,20,Wednesday,False
1647,2000-03-20,2000,1,3,20,Monday,False
1648,2012-12-18,2012,4,12,18,Tuesday,False
1649,2016-03-22,2016,1,3,22,Tuesday,False
1650,2001-02-02,2001,1,2,2,Friday,False
1651,2014-11-24,2014,4,11,24,Monday,False
1652,1995-08-10,1995,3,8,10,Thursday,False
1653,2005-09-30,2005,3,9,30,Friday,False
1654,2014-02-21,2014,1,2,21,Friday,False
1655,2002-02-06,2002,1,2,6,Wednesday,False
1656,2012-02-22,2012,1,2,22,Wednesday,False
1657,2003-05-07,2003,2,5,7,Wednesday,False
1658,1999-10-01,1999,4,10,1,Friday,False
1659,2012-07-23,2012,3,7,23,Monday,False
1660,2017-06-16,2017,2,6,16,Friday,False
1661,2014-10-17,2014,4,10,17,Friday,False
1662,2002-07-05,2002,3,7,5,Friday,False
1663,2015-12-22,2015,4,12,22,Tuesday,False
1664,1995-01-09,1995,1,1,9,Monday,False
1665,2016-03-18,2016,1,3,18,Friday,False
1666,2016-06-20,2016,2,6,20,Monday,False
1667,2008-03-06,2008,1,3,6,Thursday,False
1668,2011-07-08,2011,3,7,8,Friday,False
1669,2017-01-06,2017,1,1,6,Friday,False
1670,2010-10-15,2010,4,10,15,Friday,False
1671,1996-07-31,1996,3,7,31,Wednesday,False
1672,2017-05-23,2017,2,5,23,Tuesday,False
1673,2014-02-28,2014,1,2,28,Friday,False
1674,2001-06-06,2001,2,6,6,Wednesday,False
1675,2009-10-02,2009,4,10,2,Friday,False
1676,1998-10-23,1998,4,10,23,Friday,False
1677,2004-03-18,2004,1,3,18,Thursday,False
1678,1999-02-26,1999,1,2,26,Friday,False
1679,1996-11-15,1996,4,11,15,Friday,False
1680,2015-10-29,2015,4,10,29,Thursday,False
1681,2006-07-26,2006,3,7,26,Wednesday,False
1682,2000-04-07,2000,2,4,7,Friday,False
1683,2015-12-16,2015,4,12,16,Wednesday,False
1684,2006-05-08,2006,2,5,8,Monday,False
1685,2012-04-26,2012,2,4,26,Thursday,False
1686,2005-12-05,2005,4,12,5,Monday,False
1687,1997-10-10,1997,4,10,10,Friday,False
1688,2012-06-08,2012,2,6,8,Friday,False
1689,2008-09-23,2008,3,9,23,Tuesday,False
1690,1997-05-07,1997,2,5,7,Wednesday,False
1691,1995-08-18,1995,3,8,18,Friday,False
1692,1999-09-15,1999,3,9,15,Wednesday,False
1693,2014-02-12,2014,1,2,12,Wednesday,False
1694,2007-04-16,2007,2,4,16,Monday,False
1695,2003-07-11,2003,3,7,11,Friday,False
1696,2016-08-12,2016,3,8,12,Friday,False
1697,1995-03-24,1995,1,3,24,Friday,False
1698,2004-06-22,2004,2,6,22,Tuesday,False
1699,2013-08-16,2013,3,8,16,Friday,False
1700,2001-10-03,2001,4,10,3,Wednesday,False
1701,2000-09-04,2000,3,9,4,Monday,False
1702,1998-08-10,1998,3,8,10,Monday,False
1703,1999-07-14,1999,3,7,14,Wednesday,False
1704,2003-05-23,2003,2,5,23,Friday,False
1705,1997-10-06,1997,4,10,6,Monday,False
1706,2011-03-18,2011,1,3,18,Friday,False
1707,2010-08-09,2010,3,8,9,Monday,False
1708,2005-06-30,2005,2,6,30,Thursday,False
1709,2003-01-16,2003,1,1,16,Thursday,False
1710,1999-10-22,1999,4,10,22,Friday,False
1711,2017-05-26,2017,2,5,26,Friday,False
1712,1999-06-30,1999,2,6,30,Wednesday,False
1713,1995-03-03,1995,1,3,3,Friday,False
1714,1997-07-10,1997,3,7,10,Thursday,False
1715,2004-11-23,2004,4,11,23,Tuesday,False
1716,1997-07-01,1997,3,7,1,Tuesday,False
1717,1999-09-03,1999,3,9,3,Friday,False
1718,1998-12-10,1998,4,12,10,Thursday,False
1719,2007-11-21,2007,4,11,21,Wednesday,False
1720,1995-09-27,1995,3,9,27,Wednesday,False
1721,2008-12-22,2008,4,12,22,Monday,False
1722,2001-03-14,2001,1,3,14,Wednesday,False
1723,2002-10-07,2002,4,10,7,Monday,False
1724,1998-11-20,1998,4,11,20,Friday,False
1725,2008-04-17,2008,2,4,17,Thursday,False
1726,2000-07-21,2000,3,7,21,Friday,False
1727,2007-09-27,2007,3,9,27,Thursday,False
1728,2008-02-29,2008,1,2,29,Friday,False
1729,2003-10-15,2003,4,10,15,Wednesday,False
1730,2004-07-02,2004,3,7,2,Friday,False
1731,1995-02-17,1995,1,2,17,Friday,False
1732,2000-10-13,2000,4,10,13,Friday,False
1733,2016-03-21,2016,1,3,21,Monday,False
1734,2016-01-25,2016,1,1,25,Monday,False
1735,2002-03-27,2002,1,3,27,Wednesday,False
1736,2014-08-01,2014,3,8,1,Friday,False
1737,2011-01-28,2011,1,1,28,Friday,False
1738,2015-12-08,2015,4,12,8,Tuesday,False
1739,2006-05-17,2006,2,5,17,Wednesday,False
1740,2015-09-30,2015,3,9,30,Wednesday,False
1741,2008-11-10,2008,4,11,10,Monday,False
1742,2016-03-29,2016,1,3,29,Tuesday,False
1743,2003-08-04,2003,3,8,4,Monday,False
1744,1997-05-27,1997,2,5,27,Tuesday,False
1745,2015-12-07,2015,4,12,7,Monday,False
1746,1996-11-20,1996,4,11,20,Wednesday,False
1747,1995-12-04,1995,4,12,4,Monday,False
1748,2014-05-02,2014,2,5,2,Friday,False
1749,2002-11-05,2002,4,11,5,Tuesday,False
1750,2001-09-06,2001,3,9,6,Thursday,False
1751,1999-07-09,1999,3,7,9,Friday,False
1752,2009-12-04,2009,4,12,4,Friday,False
1753,1996-11-26,1996,4,11,26,Tuesday,False
1754,2013-11-18,2013,4,11,18,Monday,False
1755,2011-04-08,2011,2,4,8,Friday,False
1756,2013-03-07,2013,1,3,7,Thursday,False
1757,2001-04-10,2001,2,4,10,Tuesday,False
1758,1997-09-19,1997,3,9,19,Friday,False
1759,2006-01-11,2006,1,1,11,Wednesday,False
1760,2014-01-30,2014,1,1,30,Thursday,False
1761,2017-01-31,2017,1,1,31,Tuesday,False
1762,2001-08-08,2001,3,8,8,Wednesday,False
1763,2005-06-16,2005,2,6,16,Thursday,False
1764,2017-01-25,2017,1,1,25,Wednesday,False
1765,2002-05-10,2002,2,5,10,Friday,False
1766,2002-03-11,2002,1,3,11,Monday,False
